Year,Cancer Type,Sex,Count
2020,Melanoma of the skin,Males,777
2020,Melanoma of the skin,Males,939
2020,Melanoma of the skin,Males,1138
2020,Melanoma of the skin,Males,1305
2020,Melanoma of the skin,Males,1142
2020,Melanoma of the skin,Males,840
2020,Melanoma of the skin,Males,498
2020,Melanoma of the skin,Males,259
2020,Melanoma of the skin,Males,8546
2021,Melanoma of the skin,Males,0
2021,Melanoma of the skin,Males,0
2021,Melanoma of the skin,Males,3
2021,Melanoma of the skin,Males,12
2021,Melanoma of the skin,Males,46
2021,Melanoma of the skin,Males,76
2021,Melanoma of the skin,Males,144
2021,Melanoma of the skin,Males,233
2021,Melanoma of the skin,Males,318
2021,Melanoma of the skin,Males,525
2021,Melanoma of the skin,Males,680
2021,Melanoma of the skin,Males,890
2021,Melanoma of the skin,Males,1095
2021,Melanoma of the skin,Males,1319
2021,Melanoma of the skin,Males,1575
2021,Melanoma of the skin,Males,1296
2021,Melanoma of the skin,Males,932
2021,Melanoma of the skin,Males,550
2021,Melanoma of the skin,Males,270
2021,Melanoma of the skin,Males,9964
2022,Melanoma of the skin,Males,0
2022,Melanoma of the skin,Males,1
2022,Melanoma of the skin,Males,3
2022,Melanoma of the skin,Males,12
2022,Melanoma of the skin,Males,46
2022,Melanoma of the skin,Males,73
2022,Melanoma of the skin,Males,143
2022,Melanoma of the skin,Males,235
2022,Melanoma of the skin,Males,325
2022,Melanoma of the skin,Males,527
2022,Melanoma of the skin,Males,706
2022,Melanoma of the skin,Males,890
2022,Melanoma of the skin,Males,1120
2022,Melanoma of the skin,Males,1355
2022,Melanoma of the skin,Males,1590
2022,Melanoma of the skin,Males,1424
2022,Melanoma of the skin,Males,983
2022,Melanoma of the skin,Males,579
2022,Melanoma of the skin,Males,274
2022,Melanoma of the skin,Males,10286
2023,Melanoma of the skin,Males,1
2023,Melanoma of the skin,Males,1
2023,Melanoma of the skin,Males,4
2023,Melanoma of the skin,Males,14
2023,Melanoma of the skin,Males,50
2023,Melanoma of the skin,Males,71
2023,Melanoma of the skin,Males,145
2023,Melanoma of the skin,Males,238
2023,Melanoma of the skin,Males,341
2023,Melanoma of the skin,Males,534
2023,Melanoma of the skin,Males,727
2023,Melanoma of the skin,Males,894
2023,Melanoma of the skin,Males,1141
2023,Melanoma of the skin,Males,1395
2023,Melanoma of the skin,Males,1624
2023,Melanoma of the skin,Males,1541
2023,Melanoma of the skin,Males,1027
2023,Melanoma of the skin,Males,608
2023,Melanoma of the skin,Males,278
2023,Melanoma of the skin,Males,10634
2024,Melanoma of the skin,Males,1
2024,Melanoma of the skin,Males,2
2024,Melanoma of the skin,Males,4
2024,Melanoma of the skin,Males,16
2024,Melanoma of the skin,Males,52
2024,Melanoma of the skin,Males,69
2024,Melanoma of the skin,Males,143
2024,Melanoma of the skin,Males,240
2024,Melanoma of the skin,Males,354
2024,Melanoma of the skin,Males,550
2024,Melanoma of the skin,Males,743
2024,Melanoma of the skin,Males,913
2024,Melanoma of the skin,Males,1163
2024,Melanoma of the skin,Males,1452
2024,Melanoma of the skin,Males,1676
2024,Melanoma of the skin,Males,1635
2024,Melanoma of the skin,Males,1094
2024,Melanoma of the skin,Males,643
2024,Melanoma of the skin,Males,284
2024,Melanoma of the skin,Males,11034
1982,Melanoma of the skin,Females,0
1982,Melanoma of the skin,Females,2
1982,Melanoma of the skin,Females,5
1982,Melanoma of the skin,Females,39
1982,Melanoma of the skin,Females,91
1982,Melanoma of the skin,Females,128
1982,Melanoma of the skin,Females,165
1982,Melanoma of the skin,Females,170
1982,Melanoma of the skin,Females,165
1982,Melanoma of the skin,Females,160
1982,Melanoma of the skin,Females,133
1982,Melanoma of the skin,Females,170
1982,Melanoma of the skin,Females,134
1982,Melanoma of the skin,Females,154
1982,Melanoma of the skin,Females,112
1982,Melanoma of the skin,Females,90
1982,Melanoma of the skin,Females,43
1982,Melanoma of the skin,Females,23
1982,Melanoma of the skin,Females,15
1982,Melanoma of the skin,Females,1802
1983,Melanoma of the skin,Females,0
1983,Melanoma of the skin,Females,0
1983,Melanoma of the skin,Females,6
1983,Melanoma of the skin,Females,33
1983,Melanoma of the skin,Females,99
1983,Melanoma of the skin,Females,161
1983,Melanoma of the skin,Females,187
1983,Melanoma of the skin,Females,192
1983,Melanoma of the skin,Females,173
1983,Melanoma of the skin,Females,171
1983,Melanoma of the skin,Females,149
1983,Melanoma of the skin,Females,172
1983,Melanoma of the skin,Females,151
1983,Melanoma of the skin,Females,173
1983,Melanoma of the skin,Females,132
1983,Melanoma of the skin,Females,83
1983,Melanoma of the skin,Females,56
1983,Melanoma of the skin,Females,29
1983,Melanoma of the skin,Females,12
1983,Melanoma of the skin,Females,1980
1984,Melanoma of the skin,Females,1
1984,Melanoma of the skin,Females,0
1984,Melanoma of the skin,Females,4
1984,Melanoma of the skin,Females,33
1984,Melanoma of the skin,Females,83
1984,Melanoma of the skin,Females,130
1984,Melanoma of the skin,Females,190
1984,Melanoma of the skin,Females,196
1984,Melanoma of the skin,Females,165
1984,Melanoma of the skin,Females,168
1984,Melanoma of the skin,Females,159
1984,Melanoma of the skin,Females,211
1984,Melanoma of the skin,Females,187
1984,Melanoma of the skin,Females,154
1984,Melanoma of the skin,Females,133
1984,Melanoma of the skin,Females,100
1984,Melanoma of the skin,Females,80
1984,Melanoma of the skin,Females,30
1984,Melanoma of the skin,Females,23
1984,Melanoma of the skin,Females,2048
1985,Melanoma of the skin,Females,0
1985,Melanoma of the skin,Females,1
1985,Melanoma of the skin,Females,9
1985,Melanoma of the skin,Females,31
1985,Melanoma of the skin,Females,101
1985,Melanoma of the skin,Females,158
1985,Melanoma of the skin,Females,201
1985,Melanoma of the skin,Females,248
1985,Melanoma of the skin,Females,211
1985,Melanoma of the skin,Females,175
1985,Melanoma of the skin,Females,187
1985,Melanoma of the skin,Females,181
1985,Melanoma of the skin,Females,194
1985,Melanoma of the skin,Females,186
1985,Melanoma of the skin,Females,158
1985,Melanoma of the skin,Females,113
1985,Melanoma of the skin,Females,71
1985,Melanoma of the skin,Females,36
1985,Melanoma of the skin,Females,23
1985,Melanoma of the skin,Females,2288
1986,Melanoma of the skin,Females,0
1986,Melanoma of the skin,Females,2
1986,Melanoma of the skin,Females,6
1986,Melanoma of the skin,Females,43
1986,Melanoma of the skin,Females,97
1986,Melanoma of the skin,Females,127
1986,Melanoma of the skin,Females,188
1986,Melanoma of the skin,Females,245
1986,Melanoma of the skin,Females,204
1986,Melanoma of the skin,Females,190
1986,Melanoma of the skin,Females,186
1986,Melanoma of the skin,Females,193
1986,Melanoma of the skin,Females,199
1986,Melanoma of the skin,Females,204
1986,Melanoma of the skin,Females,168
1986,Melanoma of the skin,Females,115
1986,Melanoma of the skin,Females,81
1986,Melanoma of the skin,Females,34
1986,Melanoma of the skin,Females,24
1986,Melanoma of the skin,Females,2306
1987,Melanoma of the skin,Females,1
1987,Melanoma of the skin,Females,1
1987,Melanoma of the skin,Females,5
1987,Melanoma of the skin,Females,49
1987,Melanoma of the skin,Females,106
1987,Melanoma of the skin,Females,188
1987,Melanoma of the skin,Females,214
1987,Melanoma of the skin,Females,263
1987,Melanoma of the skin,Females,260
1987,Melanoma of the skin,Females,208
1987,Melanoma of the skin,Females,199
1987,Melanoma of the skin,Females,227
1987,Melanoma of the skin,Females,236
1987,Melanoma of the skin,Females,209
1987,Melanoma of the skin,Females,199
1987,Melanoma of the skin,Females,153
1987,Melanoma of the skin,Females,92
1987,Melanoma of the skin,Females,56
1987,Melanoma of the skin,Females,17
1987,Melanoma of the skin,Females,2683
1988,Melanoma of the skin,Females,0
1988,Melanoma of the skin,Females,2
1988,Melanoma of the skin,Females,5
1988,Melanoma of the skin,Females,52
1988,Melanoma of the skin,Females,106
1988,Melanoma of the skin,Females,181
1988,Melanoma of the skin,Females,224
1988,Melanoma of the skin,Females,259
1988,Melanoma of the skin,Females,265
1988,Melanoma of the skin,Females,254
1988,Melanoma of the skin,Females,182
1988,Melanoma of the skin,Females,228
1988,Melanoma of the skin,Females,236
1988,Melanoma of the skin,Females,256
1988,Melanoma of the skin,Females,213
1988,Melanoma of the skin,Females,172
1988,Melanoma of the skin,Females,104
1988,Melanoma of the skin,Females,59
1988,Melanoma of the skin,Females,20
1988,Melanoma of the skin,Females,2819
1989,Melanoma of the skin,Females,0
1989,Melanoma of the skin,Females,0
1989,Melanoma of the skin,Females,7
1989,Melanoma of the skin,Females,46
1989,Melanoma of the skin,Females,108
1989,Melanoma of the skin,Females,150
1989,Melanoma of the skin,Females,181
1989,Melanoma of the skin,Females,238
1989,Melanoma of the skin,Females,254
1989,Melanoma of the skin,Females,233
1989,Melanoma of the skin,Females,192
1989,Melanoma of the skin,Females,196
1989,Melanoma of the skin,Females,228
1989,Melanoma of the skin,Females,257
1989,Melanoma of the skin,Females,190
1989,Melanoma of the skin,Females,166
1989,Melanoma of the skin,Females,105
1989,Melanoma of the skin,Females,36
1989,Melanoma of the skin,Females,28
1989,Melanoma of the skin,Females,2615
1990,Melanoma of the skin,Females,1
1990,Melanoma of the skin,Females,2
1990,Melanoma of the skin,Females,6
1990,Melanoma of the skin,Females,43
1990,Melanoma of the skin,Females,103
1990,Melanoma of the skin,Females,140
1990,Melanoma of the skin,Females,163
1990,Melanoma of the skin,Females,242
1990,Melanoma of the skin,Females,250
1990,Melanoma of the skin,Females,235
1990,Melanoma of the skin,Females,196
1990,Melanoma of the skin,Females,200
1990,Melanoma of the skin,Females,238
1990,Melanoma of the skin,Females,243
1990,Melanoma of the skin,Females,237
1990,Melanoma of the skin,Females,204
1990,Melanoma of the skin,Females,99
1990,Melanoma of the skin,Females,53
1990,Melanoma of the skin,Females,32
1990,Melanoma of the skin,Females,2687
1991,Melanoma of the skin,Females,0
1991,Melanoma of the skin,Females,1
1991,Melanoma of the skin,Females,15
1991,Melanoma of the skin,Females,58
1991,Melanoma of the skin,Females,96
1991,Melanoma of the skin,Females,136
1991,Melanoma of the skin,Females,202
1991,Melanoma of the skin,Females,243
1991,Melanoma of the skin,Females,258
1991,Melanoma of the skin,Females,225
1991,Melanoma of the skin,Females,223
1991,Melanoma of the skin,Females,215
1991,Melanoma of the skin,Females,241
1991,Melanoma of the skin,Females,239
1991,Melanoma of the skin,Females,200
1991,Melanoma of the skin,Females,210
1991,Melanoma of the skin,Females,133
1991,Melanoma of the skin,Females,57
1991,Melanoma of the skin,Females,27
1991,Melanoma of the skin,Females,2779
1992,Melanoma of the skin,Females,0
1992,Melanoma of the skin,Females,1
1992,Melanoma of the skin,Females,10
1992,Melanoma of the skin,Females,26
1992,Melanoma of the skin,Females,98
1992,Melanoma of the skin,Females,146
1992,Melanoma of the skin,Females,209
1992,Melanoma of the skin,Females,249
1992,Melanoma of the skin,Females,255
1992,Melanoma of the skin,Females,276
1992,Melanoma of the skin,Females,245
1992,Melanoma of the skin,Females,218
1992,Melanoma of the skin,Females,271
1992,Melanoma of the skin,Females,294
1992,Melanoma of the skin,Females,221
1992,Melanoma of the skin,Females,225
1992,Melanoma of the skin,Females,132
1992,Melanoma of the skin,Females,66
1992,Melanoma of the skin,Females,34
1992,Melanoma of the skin,Females,2976
1993,Melanoma of the skin,Females,0
1993,Melanoma of the skin,Females,0
1993,Melanoma of the skin,Females,13
1993,Melanoma of the skin,Females,46
1993,Melanoma of the skin,Females,82
1993,Melanoma of the skin,Females,131
1993,Melanoma of the skin,Females,218
1993,Melanoma of the skin,Females,243
1993,Melanoma of the skin,Females,290
1993,Melanoma of the skin,Females,281
1993,Melanoma of the skin,Females,267
1993,Melanoma of the skin,Females,191
1993,Melanoma of the skin,Females,269
1993,Melanoma of the skin,Females,304
1993,Melanoma of the skin,Females,268
1993,Melanoma of the skin,Females,184
1993,Melanoma of the skin,Females,153
1993,Melanoma of the skin,Females,75
1993,Melanoma of the skin,Females,41
1993,Melanoma of the skin,Females,3056
1994,Melanoma of the skin,Females,0
1994,Melanoma of the skin,Females,1
1994,Melanoma of the skin,Females,2
1994,Melanoma of the skin,Females,38
1994,Melanoma of the skin,Females,110
1994,Melanoma of the skin,Females,141
1994,Melanoma of the skin,Females,200
1994,Melanoma of the skin,Females,222
1994,Melanoma of the skin,Females,296
1994,Melanoma of the skin,Females,318
1994,Melanoma of the skin,Females,268
1994,Melanoma of the skin,Females,225
1994,Melanoma of the skin,Females,248
1994,Melanoma of the skin,Females,306
1994,Melanoma of the skin,Females,278
1994,Melanoma of the skin,Females,193
1994,Melanoma of the skin,Females,152
1994,Melanoma of the skin,Females,88
1994,Melanoma of the skin,Females,30
1994,Melanoma of the skin,Females,3117
1995,Melanoma of the skin,Females,1
1995,Melanoma of the skin,Females,1
1995,Melanoma of the skin,Females,5
1995,Melanoma of the skin,Females,44
1995,Melanoma of the skin,Females,120
1995,Melanoma of the skin,Females,176
1995,Melanoma of the skin,Females,272
1995,Melanoma of the skin,Females,270
1995,Melanoma of the skin,Females,273
1995,Melanoma of the skin,Females,327
1995,Melanoma of the skin,Females,270
1995,Melanoma of the skin,Females,237
1995,Melanoma of the skin,Females,257
1995,Melanoma of the skin,Females,284
1995,Melanoma of the skin,Females,265
1995,Melanoma of the skin,Females,225
1995,Melanoma of the skin,Females,165
1995,Melanoma of the skin,Females,94
1995,Melanoma of the skin,Females,31
1995,Melanoma of the skin,Females,3317
1996,Melanoma of the skin,Females,1
1996,Melanoma of the skin,Females,4
1996,Melanoma of the skin,Females,17
1996,Melanoma of the skin,Females,61
1996,Melanoma of the skin,Females,105
1996,Melanoma of the skin,Females,165
1996,Melanoma of the skin,Females,233
1996,Melanoma of the skin,Females,285
1996,Melanoma of the skin,Females,295
1996,Melanoma of the skin,Females,328
1996,Melanoma of the skin,Females,326
1996,Melanoma of the skin,Females,254
1996,Melanoma of the skin,Females,278
1996,Melanoma of the skin,Females,283
1996,Melanoma of the skin,Females,306
1996,Melanoma of the skin,Females,225
1996,Melanoma of the skin,Females,174
1996,Melanoma of the skin,Females,107
1996,Melanoma of the skin,Females,41
1996,Melanoma of the skin,Females,3488
1997,Melanoma of the skin,Females,0
1997,Melanoma of the skin,Females,0
1997,Melanoma of the skin,Females,7
1997,Melanoma of the skin,Females,63
1997,Melanoma of the skin,Females,116
1997,Melanoma of the skin,Females,181
1997,Melanoma of the skin,Females,232
1997,Melanoma of the skin,Females,290
1997,Melanoma of the skin,Females,342
1997,Melanoma of the skin,Females,350
1997,Melanoma of the skin,Females,376
1997,Melanoma of the skin,Females,294
1997,Melanoma of the skin,Females,269
1997,Melanoma of the skin,Females,307
1997,Melanoma of the skin,Females,311
1997,Melanoma of the skin,Females,269
1997,Melanoma of the skin,Females,177
1997,Melanoma of the skin,Females,119
1997,Melanoma of the skin,Females,45
1997,Melanoma of the skin,Females,3748
1998,Melanoma of the skin,Females,1
1998,Melanoma of the skin,Females,1
1998,Melanoma of the skin,Females,6
1998,Melanoma of the skin,Females,36
1998,Melanoma of the skin,Females,92
1998,Melanoma of the skin,Females,151
1998,Melanoma of the skin,Females,242
1998,Melanoma of the skin,Females,265
1998,Melanoma of the skin,Females,306
1998,Melanoma of the skin,Females,316
1998,Melanoma of the skin,Females,356
1998,Melanoma of the skin,Females,290
1998,Melanoma of the skin,Females,296
1998,Melanoma of the skin,Females,274
1998,Melanoma of the skin,Females,267
1998,Melanoma of the skin,Females,266
1998,Melanoma of the skin,Females,180
1998,Melanoma of the skin,Females,129
1998,Melanoma of the skin,Females,41
1998,Melanoma of the skin,Females,3515
1999,Melanoma of the skin,Females,1
1999,Melanoma of the skin,Females,2
1999,Melanoma of the skin,Females,7
1999,Melanoma of the skin,Females,35
1999,Melanoma of the skin,Females,119
1999,Melanoma of the skin,Females,147
1999,Melanoma of the skin,Females,209
1999,Melanoma of the skin,Females,280
1999,Melanoma of the skin,Females,301
1999,Melanoma of the skin,Females,387
1999,Melanoma of the skin,Females,380
1999,Melanoma of the skin,Females,295
1999,Melanoma of the skin,Females,254
1999,Melanoma of the skin,Females,288
1999,Melanoma of the skin,Females,302
1999,Melanoma of the skin,Females,274
1999,Melanoma of the skin,Females,209
1999,Melanoma of the skin,Females,112
1999,Melanoma of the skin,Females,59
1999,Melanoma of the skin,Females,3661
2000,Melanoma of the skin,Females,0
2000,Melanoma of the skin,Females,1
2000,Melanoma of the skin,Females,5
2000,Melanoma of the skin,Females,38
2000,Melanoma of the skin,Females,93
2000,Melanoma of the skin,Females,150
2000,Melanoma of the skin,Females,220
2000,Melanoma of the skin,Females,302
2000,Melanoma of the skin,Females,314
2000,Melanoma of the skin,Females,358
2000,Melanoma of the skin,Females,372
2000,Melanoma of the skin,Females,314
2000,Melanoma of the skin,Females,282
2000,Melanoma of the skin,Females,304
2000,Melanoma of the skin,Females,328
2000,Melanoma of the skin,Females,338
2000,Melanoma of the skin,Females,206
2000,Melanoma of the skin,Females,135
2000,Melanoma of the skin,Females,66
2000,Melanoma of the skin,Females,3826
2001,Melanoma of the skin,Females,1
2001,Melanoma of the skin,Females,5
2001,Melanoma of the skin,Females,7
2001,Melanoma of the skin,Females,41
2001,Melanoma of the skin,Females,79
2001,Melanoma of the skin,Females,144
2001,Melanoma of the skin,Females,218
2001,Melanoma of the skin,Females,278
2001,Melanoma of the skin,Females,349
2001,Melanoma of the skin,Females,348
2001,Melanoma of the skin,Females,417
2001,Melanoma of the skin,Females,330
2001,Melanoma of the skin,Females,320
2001,Melanoma of the skin,Females,304
2001,Melanoma of the skin,Females,346
2001,Melanoma of the skin,Females,308
2001,Melanoma of the skin,Females,214
2001,Melanoma of the skin,Females,133
2001,Melanoma of the skin,Females,52
2001,Melanoma of the skin,Females,3894
2002,Melanoma of the skin,Females,1
2002,Melanoma of the skin,Females,4
2002,Melanoma of the skin,Females,10
2002,Melanoma of the skin,Females,42
2002,Melanoma of the skin,Females,93
2002,Melanoma of the skin,Females,145
2002,Melanoma of the skin,Females,219
2002,Melanoma of the skin,Females,253
2002,Melanoma of the skin,Females,326
2002,Melanoma of the skin,Females,398
2002,Melanoma of the skin,Females,433
2002,Melanoma of the skin,Females,423
2002,Melanoma of the skin,Females,378
2002,Melanoma of the skin,Females,331
2002,Melanoma of the skin,Females,343
2002,Melanoma of the skin,Females,321
2002,Melanoma of the skin,Females,274
2002,Melanoma of the skin,Females,165
2002,Melanoma of the skin,Females,71
2002,Melanoma of the skin,Females,4230
2003,Melanoma of the skin,Females,0
2003,Melanoma of the skin,Females,2
2003,Melanoma of the skin,Females,4
2003,Melanoma of the skin,Females,31
2003,Melanoma of the skin,Females,96
2003,Melanoma of the skin,Females,122
2003,Melanoma of the skin,Females,210
2003,Melanoma of the skin,Females,262
2003,Melanoma of the skin,Females,330
2003,Melanoma of the skin,Females,370
2003,Melanoma of the skin,Females,397
2003,Melanoma of the skin,Females,405
2003,Melanoma of the skin,Females,333
2003,Melanoma of the skin,Females,343
2003,Melanoma of the skin,Females,331
2003,Melanoma of the skin,Females,300
2003,Melanoma of the skin,Females,252
2003,Melanoma of the skin,Females,169
2003,Melanoma of the skin,Females,70
2003,Melanoma of the skin,Females,4027
2004,Melanoma of the skin,Females,0
2004,Melanoma of the skin,Females,0
2004,Melanoma of the skin,Females,5
2004,Melanoma of the skin,Females,34
2004,Melanoma of the skin,Females,91
2004,Melanoma of the skin,Females,137
2004,Melanoma of the skin,Females,217
2004,Melanoma of the skin,Females,236
2004,Melanoma of the skin,Females,312
2004,Melanoma of the skin,Females,417
2004,Melanoma of the skin,Females,422
2004,Melanoma of the skin,Females,459
2004,Melanoma of the skin,Females,401
2004,Melanoma of the skin,Females,366
2004,Melanoma of the skin,Females,319
2004,Melanoma of the skin,Females,354
2004,Melanoma of the skin,Females,254
2004,Melanoma of the skin,Females,168
2004,Melanoma of the skin,Females,83
2004,Melanoma of the skin,Females,4275
2005,Melanoma of the skin,Females,0
2005,Melanoma of the skin,Females,1
2005,Melanoma of the skin,Females,4
2005,Melanoma of the skin,Females,28
2005,Melanoma of the skin,Females,78
2005,Melanoma of the skin,Females,168
2005,Melanoma of the skin,Females,239
2005,Melanoma of the skin,Females,256
2005,Melanoma of the skin,Females,372
2005,Melanoma of the skin,Females,426
2005,Melanoma of the skin,Females,443
2005,Melanoma of the skin,Females,467
2005,Melanoma of the skin,Females,439
2005,Melanoma of the skin,Females,431
2005,Melanoma of the skin,Females,363
2005,Melanoma of the skin,Females,371
2005,Melanoma of the skin,Females,325
2005,Melanoma of the skin,Females,166
2005,Melanoma of the skin,Females,111
2005,Melanoma of the skin,Females,4688
2006,Melanoma of the skin,Females,0
2006,Melanoma of the skin,Females,0
2006,Melanoma of the skin,Females,3
2006,Melanoma of the skin,Females,27
2006,Melanoma of the skin,Females,79
2006,Melanoma of the skin,Females,141
2006,Melanoma of the skin,Females,210
2006,Melanoma of the skin,Females,247
2006,Melanoma of the skin,Females,303
2006,Melanoma of the skin,Females,373
2006,Melanoma of the skin,Females,392
2006,Melanoma of the skin,Females,448
2006,Melanoma of the skin,Females,369
2006,Melanoma of the skin,Females,380
2006,Melanoma of the skin,Females,349
2006,Melanoma of the skin,Females,401
2006,Melanoma of the skin,Females,297
2006,Melanoma of the skin,Females,184
2006,Melanoma of the skin,Females,122
2006,Melanoma of the skin,Females,4325
2007,Melanoma of the skin,Females,0
2007,Melanoma of the skin,Females,1
2007,Melanoma of the skin,Females,4
2007,Melanoma of the skin,Females,20
2007,Melanoma of the skin,Females,83
2007,Melanoma of the skin,Females,117
2007,Melanoma of the skin,Females,182
2007,Melanoma of the skin,Females,289
2007,Melanoma of the skin,Females,330
2007,Melanoma of the skin,Females,418
2007,Melanoma of the skin,Females,403
2007,Melanoma of the skin,Females,449
2007,Melanoma of the skin,Females,426
2007,Melanoma of the skin,Females,363
2007,Melanoma of the skin,Females,343
2007,Melanoma of the skin,Females,361
2007,Melanoma of the skin,Females,326
2007,Melanoma of the skin,Females,185
2007,Melanoma of the skin,Females,100
2007,Melanoma of the skin,Females,4400
2008,Melanoma of the skin,Females,0
2008,Melanoma of the skin,Females,1
2008,Melanoma of the skin,Females,2
2008,Melanoma of the skin,Females,20
2008,Melanoma of the skin,Females,80
2008,Melanoma of the skin,Females,122
2008,Melanoma of the skin,Females,187
2008,Melanoma of the skin,Females,279
2008,Melanoma of the skin,Females,316
2008,Melanoma of the skin,Females,404
2008,Melanoma of the skin,Females,459
2008,Melanoma of the skin,Females,499
2008,Melanoma of the skin,Females,489
2008,Melanoma of the skin,Females,402
2008,Melanoma of the skin,Females,373
2008,Melanoma of the skin,Females,345
2008,Melanoma of the skin,Females,326
2008,Melanoma of the skin,Females,192
2008,Melanoma of the skin,Females,110
2008,Melanoma of the skin,Females,4606
2009,Melanoma of the skin,Females,0
2009,Melanoma of the skin,Females,1
2009,Melanoma of the skin,Females,3
2009,Melanoma of the skin,Females,28
2009,Melanoma of the skin,Females,76
2009,Melanoma of the skin,Females,124
2009,Melanoma of the skin,Females,176
2009,Melanoma of the skin,Females,257
2009,Melanoma of the skin,Females,316
2009,Melanoma of the skin,Females,414
2009,Melanoma of the skin,Females,419
2009,Melanoma of the skin,Females,473
2009,Melanoma of the skin,Females,512
2009,Melanoma of the skin,Females,410
2009,Melanoma of the skin,Females,405
2009,Melanoma of the skin,Females,402
2009,Melanoma of the skin,Females,346
2009,Melanoma of the skin,Females,230
2009,Melanoma of the skin,Females,116
2009,Melanoma of the skin,Females,4708
2010,Melanoma of the skin,Females,1
2010,Melanoma of the skin,Females,2
2010,Melanoma of the skin,Females,3
2010,Melanoma of the skin,Females,13
2010,Melanoma of the skin,Females,60
2010,Melanoma of the skin,Females,143
2010,Melanoma of the skin,Females,170
2010,Melanoma of the skin,Females,235
2010,Melanoma of the skin,Females,315
2010,Melanoma of the skin,Females,378
2010,Melanoma of the skin,Females,438
2010,Melanoma of the skin,Females,461
2010,Melanoma of the skin,Females,522
2010,Melanoma of the skin,Females,505
2010,Melanoma of the skin,Females,376
2010,Melanoma of the skin,Females,365
2010,Melanoma of the skin,Females,338
2010,Melanoma of the skin,Females,260
2010,Melanoma of the skin,Females,118
2010,Melanoma of the skin,Females,4703
2011,Melanoma of the skin,Females,0
2011,Melanoma of the skin,Females,2
2011,Melanoma of the skin,Females,2
2011,Melanoma of the skin,Females,20
2011,Melanoma of the skin,Females,59
2011,Melanoma of the skin,Females,115
2011,Melanoma of the skin,Females,139
2011,Melanoma of the skin,Females,273
2011,Melanoma of the skin,Females,312
2011,Melanoma of the skin,Females,394
2011,Melanoma of the skin,Females,422
2011,Melanoma of the skin,Females,461
2011,Melanoma of the skin,Females,541
2011,Melanoma of the skin,Females,536
2011,Melanoma of the skin,Females,472
2011,Melanoma of the skin,Females,341
2011,Melanoma of the skin,Females,371
2011,Melanoma of the skin,Females,244
2011,Melanoma of the skin,Females,133
2011,Melanoma of the skin,Females,4837
2012,Melanoma of the skin,Females,0
2012,Melanoma of the skin,Females,0
2012,Melanoma of the skin,Females,2
2012,Melanoma of the skin,Females,19
2012,Melanoma of the skin,Females,63
2012,Melanoma of the skin,Females,131
2012,Melanoma of the skin,Females,183
2012,Melanoma of the skin,Females,248
2012,Melanoma of the skin,Females,345
2012,Melanoma of the skin,Females,393
2012,Melanoma of the skin,Females,472
2012,Melanoma of the skin,Females,493
2012,Melanoma of the skin,Females,549
2012,Melanoma of the skin,Females,559
2012,Melanoma of the skin,Females,431
2012,Melanoma of the skin,Females,392
2012,Melanoma of the skin,Females,345
2012,Melanoma of the skin,Females,287
2012,Melanoma of the skin,Females,169
2012,Melanoma of the skin,Females,5081
2013,Melanoma of the skin,Females,1
2013,Melanoma of the skin,Females,1
2013,Melanoma of the skin,Females,4
2013,Melanoma of the skin,Females,22
2013,Melanoma of the skin,Females,60
2013,Melanoma of the skin,Females,136
2013,Melanoma of the skin,Females,188
2013,Melanoma of the skin,Females,250
2013,Melanoma of the skin,Females,362
2013,Melanoma of the skin,Females,398
2013,Melanoma of the skin,Females,511
2013,Melanoma of the skin,Females,511
2013,Melanoma of the skin,Females,520
2013,Melanoma of the skin,Females,601
2013,Melanoma of the skin,Females,471
2013,Melanoma of the skin,Females,436
2013,Melanoma of the skin,Females,395
2013,Melanoma of the skin,Females,294
2013,Melanoma of the skin,Females,178
2013,Melanoma of the skin,Females,5339
2014,Melanoma of the skin,Females,1
2014,Melanoma of the skin,Females,0
2014,Melanoma of the skin,Females,1
2014,Melanoma of the skin,Females,19
2014,Melanoma of the skin,Females,62
2014,Melanoma of the skin,Females,117
2014,Melanoma of the skin,Females,184
2014,Melanoma of the skin,Females,220
2014,Melanoma of the skin,Females,380
2014,Melanoma of the skin,Females,437
2014,Melanoma of the skin,Females,534
2014,Melanoma of the skin,Females,499
2014,Melanoma of the skin,Females,558
2014,Melanoma of the skin,Females,659
2014,Melanoma of the skin,Females,521
2014,Melanoma of the skin,Females,455
2014,Melanoma of the skin,Females,374
2014,Melanoma of the skin,Females,278
2014,Melanoma of the skin,Females,184
2014,Melanoma of the skin,Females,5483
2015,Melanoma of the skin,Females,0
2015,Melanoma of the skin,Females,1
2015,Melanoma of the skin,Females,1
2015,Melanoma of the skin,Females,14
2015,Melanoma of the skin,Females,57
2015,Melanoma of the skin,Females,145
2015,Melanoma of the skin,Females,194
2015,Melanoma of the skin,Females,231
2015,Melanoma of the skin,Females,359
2015,Melanoma of the skin,Females,420
2015,Melanoma of the skin,Females,524
2015,Melanoma of the skin,Females,529
2015,Melanoma of the skin,Females,605
2015,Melanoma of the skin,Females,703
2015,Melanoma of the skin,Females,546
2015,Melanoma of the skin,Females,516
2015,Melanoma of the skin,Females,385
2015,Melanoma of the skin,Females,314
2015,Melanoma of the skin,Females,170
2015,Melanoma of the skin,Females,5714
2016,Melanoma of the skin,Females,2
2016,Melanoma of the skin,Females,0
2016,Melanoma of the skin,Females,1
2016,Melanoma of the skin,Females,22
